===Message Start===
3030.8739,11420.30574
3030.8739,11420.30574
3030.8739,11420.30574
3030.87384,11420.30568
3030.8739,11420.30568
3030.8739,11420.30568
3030.8739,11420.30568
3030.87384,11420.30568
3030.87384,11420.30568
3030.87384,11420.30568
3030.87384,11420.30568
3030.87384,11420.30568
3030.87366,11420.30562
3030.87366,11420.30562
3030.87366,11420.30562
3030.87318,11420.30538
3030.87318,11420.30538
3030.87318,11420.30538
3030.87264,11420.3052
3030.87264,11420.3052
3030.87216,11420.30484
3030.87216,11420.30484
3030.87156,11420.30436
3030.87264,11420.3052
3030.87156,11420.30436
3030.87156,11420.30436
3030.87096,11420.30424
3030.87216,11420.30484
3030.87096,11420.30424
3030.87024,11420.30436
3030.87096,11420.30424
3030.87024,11420.30436
3030.87024,11420.30436
3030.86964,11420.30442
3030.86964,11420.30442
3030.86964,11420.30442
3030.86898,11420.3043
3030.86898,11420.3043
3030.86898,11420.3043
3030.86832,11420.30424
3030.86832,11420.30424
3030.8676,11420.30418
3030.86832,11420.30424
3030.8676,11420.30418
3030.86688,11420.30412
3030.8676,11420.30418
3030.86688,11420.30412
3030.86688,11420.30412
3030.86622,11420.30418
3030.86622,11420.30418
3030.86622,11420.30418
3030.86544,11420.304
3030.86544,11420.304
3030.86472,11420.30382
3030.86472,11420.30382
3030.86472,11420.30382
3030.86394,11420.3034
3030.86394,11420.3034
3030.86394,11420.3034
3030.86286,11420.3028
3030.86286,11420.3028
3030.86286,11420.3028
3030.8622,11420.30286
3030.8622,11420.30286
3030.8622,11420.30286
3030.86166,11420.30214
3030.86166,11420.30214
3030.86166,11420.30214
3030.86094,11420.30226
3030.86094,11420.30226
3030.86094,11420.30226
3030.86022,11420.3025
3030.86022,11420.3025
3030.86022,11420.3025
3030.85926,11420.30244
3030.85926,11420.30244
3030.85926,11420.30244
3030.85854,11420.30244
3030.85776,11420.30232
3030.85854,11420.30244
3030.85776,11420.30232
3030.85854,11420.30244
3030.85716,11420.3022
3030.85776,11420.30232
3030.85716,11420.3022
3030.85716,11420.3022
3030.8565,11420.30208
3030.8565,11420.30208
3030.8565,11420.30208
3030.85578,11420.30208
3030.85578,11420.30208
3030.85578,11420.30208
3030.85506,11420.30196
3030.85506,11420.30196
3030.86544,11420.304
3030.85506,11420.30196
3030.85434,11420.30172
3030.85434,11420.30172
3030.85434,11420.30172
3030.85356,11420.30112
3030.85356,11420.30112
3030.85308,11420.301
3030.85356,11420.30112
3030.85308,11420.301
3030.85308,11420.301
3030.85242,11420.30076
3030.85242,11420.30076
3030.85242,11420.30076
3030.85158,11420.3007
3030.85086,11420.3007
3030.85086,11420.3007
3030.85002,11420.30052
3030.85158,11420.3007
3030.85086,11420.3007
3030.85002,11420.30052
3030.85002,11420.30052
3030.84906,11420.3004
3030.84906,11420.3004
3030.84906,11420.3004
3030.85158,11420.3007
3030.84816,11420.30028
3030.84744,11420.30022
3030.84816,11420.30028
3030.84816,11420.30028
3030.84744,11420.30022
3030.84672,11420.30004
3030.84672,11420.30004
3030.84744,11420.30022
3030.84672,11420.30004
3030.84594,11420.29986
3030.84594,11420.29986
3030.84594,11420.29986
3030.84516,11420.29962
3030.84516,11420.29962
3030.8445,11420.29944
3030.84516,11420.29962
3030.8445,11420.29944
3030.8445,11420.29944
3030.84378,11420.29926
3030.84378,11420.29926
3030.84378,11420.29926
3030.84306,11420.29896
3030.84306,11420.29896
3030.84234,11420.29872
3030.84306,11420.29896
3030.84234,11420.29872
3030.84234,11420.29872
3030.8415,11420.29848
3030.8415,11420.29848
3030.84066,11420.2983
3030.8415,11420.29848
3030.84066,11420.2983
3030.84066,11420.2983
3030.83988,11420.29818
3030.83988,11420.29818
3030.83988,11420.29818
3030.8391,11420.29806
3030.8391,11420.29806
3030.83838,11420.29788
3030.83838,11420.29788
3030.83838,11420.29788
3030.83754,11420.2977
3030.83754,11420.2977
3030.83754,11420.2977
3030.83682,11420.29758
3030.83682,11420.29758
3030.8361,11420.29752
3030.83682,11420.29758
3030.8361,11420.29752
3030.8361,11420.29752
3030.8352,11420.29728
3030.8352,11420.29728
3030.8391,11420.29806
3030.83442,11420.29716
3030.83442,11420.29716
3030.83442,11420.29716
3030.8352,11420.29728
3030.83358,11420.29698
3030.8328,11420.29686
3030.83358,11420.29698
3030.8328,11420.29686
3030.83202,11420.29668
3030.8328,11420.29686
3030.83202,11420.29668
3030.83202,11420.29668
3030.83124,11420.2965
3030.83124,11420.2965
3030.83124,11420.2965
3030.83046,11420.29632
3030.83046,11420.29632
3030.82968,11420.29614
3030.83046,11420.29632
3030.82968,11420.29614
3030.82968,11420.29614
3030.82878,11420.29602
3030.82878,11420.29602
3030.82878,11420.29602
3030.828,11420.29584
3030.828,11420.29584
3030.828,11420.29584
3030.82716,11420.29566
3030.82716,11420.29566
3030.82716,11420.29566
3030.82632,11420.29554
3030.82632,11420.29554
3030.82632,11420.29554
3030.82548,11420.29536
3030.82548,11420.29536
3030.82548,11420.29536
3030.82488,11420.29524
3030.82488,11420.29524
3030.82488,11420.29524
3030.82416,11420.29512
3030.82416,11420.29512
3030.82344,11420.295
3030.82344,11420.295
3030.82344,11420.295
3030.82272,11420.29488
3030.82272,11420.29488
3030.82272,11420.29488
3030.82218,11420.29464
3030.82218,11420.29464
3030.82218,11420.29464
3030.82212,11420.29428
3030.82212,11420.29428
3030.82212,11420.29428
3030.82212,11420.29356
3030.82416,11420.29512
3030.82212,11420.29356
3030.82212,11420.29356
3030.82224,11420.29272
3030.82224,11420.29272
3030.82224,11420.29272
3030.8223,11420.29182
3030.83358,11420.29698
3030.8223,11420.29182
3030.8223,11420.29182
3030.82236,11420.29092
3030.82254,11420.2899
3030.82236,11420.29092
3030.82254,11420.2899
3030.8226,11420.289
3030.82254,11420.2899
3030.8226,11420.289
3030.8226,11420.289
3030.82272,11420.2881
3030.82272,11420.2881
3030.82272,11420.2881
3030.82284,11420.28726
3030.82284,11420.28726
3030.82284,11420.28726
3030.82296,11420.28642
3030.82296,11420.28642
3030.82296,11420.28642
3030.82314,11420.28552
3030.82314,11420.28552
3030.82236,11420.29092
3030.82314,11420.28552
3030.82326,11420.2845
3030.82326,11420.2845
3030.82326,11420.2845
3030.82344,11420.2836
3030.82344,11420.2836
3030.82344,11420.2836
3030.82362,11420.28264
3030.82362,11420.28264
3030.82362,11420.28264
3030.82374,11420.28174
3030.82374,11420.28174
3030.82374,11420.28174
3030.82386,11420.28084
3030.82386,11420.28084
3030.82386,11420.28084
3030.82404,11420.28048
3030.82404,11420.28048
3030.82404,11420.28048
3030.82458,11420.2806
3030.82458,11420.2806
3030.82458,11420.2806
3030.82518,11420.28066
3030.82518,11420.28066
3030.8259,11420.28084
3030.82518,11420.28066
3030.8259,11420.28084
3030.8259,11420.28084
3030.82662,11420.28108
3030.82662,11420.28108
3030.82662,11420.28108
3030.8274,11420.28126
3030.8274,11420.28126
3030.82812,11420.2815
3030.82812,11420.2815
3030.8274,11420.28126
3030.8289,11420.28162
3030.82812,11420.2815
3030.8289,11420.28162
3030.8289,11420.28162
3030.82968,11420.28168
3030.82968,11420.28168
3030.82968,11420.28168
3030.83034,11420.28192
3030.83034,11420.28192
3030.83034,11420.28192
3030.83106,11420.28204
3030.83106,11420.28204
3030.83106,11420.28204
3030.83184,11420.28216
3030.83184,11420.28216
3030.83184,11420.28216
3030.83256,11420.28234
3030.83256,11420.28234
3030.83256,11420.28234
3030.83328,11420.28258
3030.83328,11420.28258
3030.83328,11420.28258
3030.83406,11420.28276
3030.83406,11420.28276
3030.83484,11420.28288
3030.83406,11420.28276
3030.83484,11420.28288
3030.8355,11420.283
3030.83484,11420.28288
3030.8355,11420.283
3030.8355,11420.283
3030.837,11420.28324
3030.83622,11420.28312
3030.837,11420.28324
3030.837,11420.28324
3030.83772,11420.28342
3030.83772,11420.28342
3030.83844,11420.28354
3030.83772,11420.28342
3030.83844,11420.28354
3030.83844,11420.28354
3030.83622,11420.28312
3030.83922,11420.28366
3030.83922,11420.28366
3030.83994,11420.2839
3030.83922,11420.28366
3030.83994,11420.2839
3030.83994,11420.2839
3030.84072,11420.28402
3030.84072,11420.28402
3030.84072,11420.28402
3030.8415,11420.28408
3030.8415,11420.28408
3030.83622,11420.28312
3030.8415,11420.28408
3030.84222,11420.2842
3030.84222,11420.2842
3030.84222,11420.2842
3030.843,11420.28438
3030.843,11420.28438
3030.843,11420.28438
3030.84372,11420.2845
3030.84372,11420.2845
3030.8445,11420.28462
3030.8445,11420.28462
3030.8445,11420.28462
3030.84528,11420.28474
3030.84528,11420.28474
3030.84528,11420.28474
3030.84606,11420.28486
3030.84606,11420.28486
3030.84606,11420.28486
3030.8469,11420.28498
3030.8469,11420.28498
3030.8469,11420.28498
3030.84768,11420.2851
3030.84768,11420.2851
3030.84768,11420.2851
3030.8484,11420.28522
3030.8484,11420.28522
3030.8484,11420.28522
3030.84918,11420.28528
3030.84918,11420.28528
3030.84918,11420.28528
3030.84996,11420.28552
3030.84996,11420.28552
3030.84996,11420.28552
3030.85074,11420.28558
3030.84372,11420.2845
3030.85074,11420.28558
3030.85074,11420.28558
3030.85146,11420.28582
3030.85146,11420.28582
3030.85218,11420.286
3030.85146,11420.28582
3030.85218,11420.286
3030.85218,11420.286
3030.85296,11420.28618
3030.85296,11420.28618
3030.85296,11420.28618
3030.85374,11420.28636
3030.85374,11420.28636
3030.85374,11420.28636
3030.85446,11420.2866
3030.85446,11420.2866
3030.85446,11420.2866
3030.85524,11420.28678
3030.85524,11420.28678
3030.85524,11420.28678
3030.85602,11420.28696
3030.85602,11420.28696
3030.85602,11420.28696
3030.8568,11420.28714
3030.8568,11420.28714
3030.8568,11420.28714
3030.85758,11420.28726
3030.85758,11420.28726
3030.85758,11420.28726
3030.8583,11420.2875
3030.8583,11420.2875
3030.8583,11420.2875
3030.85908,11420.28762
3030.85908,11420.28762
3030.85992,11420.28774
3030.85908,11420.28762
3030.85992,11420.28774
3030.85992,11420.28774
3030.86076,11420.28786
3030.86076,11420.28786
3030.86076,11420.28786
3030.86154,11420.28792
3030.86154,11420.28792
3030.86154,11420.28792
3030.86226,11420.2881
3030.86226,11420.2881
3030.86226,11420.2881
3030.86298,11420.28828
3030.86298,11420.28828
3030.86298,11420.28828
3030.86382,11420.28834
3030.86382,11420.28834
3030.86382,11420.28834
3030.86454,11420.28846
3030.86454,11420.28846
3030.86454,11420.28846
3030.86532,11420.2887
3030.86532,11420.2887
3030.86532,11420.2887
3030.8661,11420.28882
3030.8661,11420.28882
3030.86688,11420.289
3030.8661,11420.28882
3030.86688,11420.289
3030.86688,11420.289
3030.8676,11420.28918
3030.8676,11420.28918
3030.86844,11420.28936
3030.86844,11420.28936
3030.86844,11420.28936
3030.8676,11420.28918
3030.86922,11420.28954
3030.86922,11420.28954
3030.86922,11420.28954
3030.87,11420.28984
3030.87,11420.28984
3030.87078,11420.29002
3030.87,11420.28984
3030.87078,11420.29002
3030.87078,11420.29002
3030.87156,11420.2902
3030.87156,11420.2902
3030.87228,11420.29038
3030.87228,11420.29038
3030.87306,11420.29044
3030.87306,11420.29044
3030.87306,11420.29044
3030.8739,11420.29056
3030.8739,11420.29056
3030.8739,11420.29056
3030.87462,11420.29068
3030.87462,11420.29068
3030.87462,11420.29068
3030.87522,11420.29074
3030.87522,11420.29074
3030.87522,11420.29074
3030.87558,11420.29092
3030.87228,11420.29038
3030.87558,11420.29092
3030.87156,11420.2902
3030.87558,11420.29092
3030.8754,11420.2911
3030.8754,11420.2911
3030.8754,11420.2911
3030.87522,11420.29158
3030.87522,11420.29158
3030.87522,11420.29236
3030.87522,11420.29236
3030.87522,11420.29236
3030.87522,11420.29158
3030.8751,11420.2932
3030.8751,11420.2932
3030.8751,11420.2932
3030.87498,11420.29404
3030.87498,11420.29404
3030.87498,11420.29404
3030.87492,11420.29494
3030.87492,11420.29494
3030.87492,11420.29494
3030.87486,11420.29572
3030.87486,11420.29572
3030.87486,11420.29572
3030.87474,11420.2965
3030.87474,11420.2965
3030.87474,11420.2965
3030.87462,11420.29728
3030.87462,11420.29728
3030.87462,11420.29728
3030.87444,11420.298
3030.87444,11420.298
3030.87444,11420.298
3030.87426,11420.29878
3030.87426,11420.29878
3030.87426,11420.29878
